Регио,МО,Тип н�,Насел,Адрес,Широт,Долго,Кратк,icon_url
Волгоградская область,Городищенский район,Поселок,Новая Надежда,"Волгоградская область, Городищенский р-н, п. Новая Надежда, ул. Центральная, д. 2","48.8361111","44.3027778",ФАП,./0.png
Волгоградская область,Городищенский район,Село,Орловка,"Волгоградская область, Городищенский р-н, с. Орловка, ул. Советская, д. 24","48.8469444","44.5322222",ФАП,./0.png
Волгоградская область,Городищенский район,Хутор,Паньшино,"Волгоградская область, Городищенский р-н, х. Паньшино, ул. Степная, д. 16","49.0427778","44.025",ФАП,./0.png
Волгоградская область,Городищенский район,Хутор,Песковатка,"Волгоградская область, Городищенский р-н, х. Песковатка, ул. Центральная, д. 10","48.9127778","43.8180556",ФАП,./0.png
Волгоградская область,Городищенский район,Хутор,Грачи,"Волгоградская область, Городищенский р-н, х. Грачи, ул. Ленина, д. 36","48.9538889","44.3072222",ФАП,./0.png
Волгоградская область,Городищенский район,Поселок,Каменный,"Волгоградская область, Городищенский р-н, п. Каменный, ул. Ленина, д. 21","48.9761111","44.5713889",ФАП,./0.png
Волгоградская область,Городищенский район,Село,Карповка,"Волгоградская область, Городищенский р-н, с. Карповка, ул. Ленина, д. 41","48.6994444","43.9819444",ФАП,./0.png
Волгоградская область,Городищенский район,Хутор,Красный Пахарь,"Волгоградская область, Городищенский р-н, х. Красный Пахарь, ул. Новоселовская, д. 16","48.8002778","44.2361111",ФАП,./0.png
Волгоградская область,Быковский район,Поселок,Раздолье,"Волгоградская область, Быковский р-н, п. Раздолье, ул. Зеленая, д. 2/1","49.7661111","45.4533333",ФАП,./0.png
Волгоградская область,Быковский район,Село,Садовое,"Волгоградская область, Быковский р-н, с. Садовое, ул. Мира, д. 15","49.6788889","45.9225",ФАП,./0.png
Волгоградская область,Городищенский район,Хутор,Варламов,"Волгоградская область, Городищенский р-н, х. Варламов, ул. Советская, д. 10","49.0244444","44.3213889",ФАП,./0.png
Волгоградская область,Городищенский район,Хутор,Вертячий,"Волгоградская область, Городищенский р-н, х. Вертячий, ул. Донская, д. 1","48.9436111","43.8977778",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Яминский,"Волгоградская область, Алексеевский р-н, х. Яминский, ул. Советская, д. 32","50.3352778","42.2186111",ФАП,./0.png
Волгоградская область,Быковский район,Село,Александровка,"Волгоградская область, Быковский р-н, с. Александровка, ул. Центральная, д. 41","49.7966667","45.6438889",ФАП,./0.png
Волгоградская область,Быковский район,Село,Луговая Пролейка,"Волгоградская область, Быковский р-н, с. Луговая Пролейка, ул. Советская, д. 39","49.3511111","45.0741667",ФАП,./0.png
Волгоградская область,Быковский район,Поселок,Победа,"Волгоградская область, Быковский р-н, п. Победа, ул. Быковская, д. 8/1","49.6486111","45.4633333",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Солонцовский,"Волгоградская область, Алексеевский р-н, х. Солонцовский, , д. 92","50.1808333","42.4133333",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Стеженский,"Волгоградская область, Алексеевский р-н, х. Стеженский, , д. 103/1","50.29","42.1411111",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Трехложинский,"Волгоградская область, Алексеевский р-н, х. Трехложинский, , д. 94/1","50.0777778","42.0569444",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Шарашенский,"Волгоградская область, Алексеевский р-н, х. Шарашенский, , д. 83","50.1975","42.6916667",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Ларинский,"Волгоградская область, Алексеевский р-н, х. Ларинский, , д. 67","50.2408333","42.245",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Поклоновский,"Волгоградская область, Алексеевский р-н, х. Поклоновский, , д. 46/1","50.4047222","42.1447222",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Реченский,"Волгоградская область, Алексеевский р-н, х. Реченский, , д. 57","50.1763889","42.0330556",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Самолшинский,"Волгоградская область, Алексеевский р-н, х. Самолшинский, , д. 86","50.3786111","42.0619444",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Гущинский,"Волгоградская область, Алексеевский р-н, х. Гущинский, , д. 48б","50.3319444","42.0247222",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Ежовка,"Волгоградская область, Алексеевский р-н, х. Ежовка, , д. 21/1","49.988167","41.704087",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Исакиевский,"Волгоградская область, Алексеевский р-н, х. Исакиевский, , д. 39","50.4686111","42.2086111",ФАП,./0.png
Волгоградская область,Алексеевский район,Поселок,Красный Октябрь,"Волгоградская область, Алексеевский р-н, п. Красный Октябрь, , д. д.строение 57","50.3252778","42.5252778",ФАП,./0.png
Волгоградская область,Алексеевский район,Станица,Аржановская,"Волгоградская область, Алексеевский р-н, ст-ца. Аржановская, , д. 123/2","50.1161111","42.3519444",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Барминский,"Волгоградская область, Алексеевский р-н, х. Барминский, , д. 35/2","50.1644444","42.2830556",ФАП,./0.png
Волгоградская область,Алексеевский район,Хутор,Большой Бабинский,"Волгоградская область, Алексеевский р-н, х. Большой Бабинский, , д. 105/1","50.3691667","42.2594444",ФАП,./0.png
Волгоградская область,Даниловский район,Поселок,Профсоюзник,"Волгоградская область, Даниловский р-н, п. Профсоюзник, ул. Центральная, д. 18","50.4972222","43.8261111",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Горная Пролейка,"Волгоградская область, Дубовский р-н, с. Горная Пролейка, ул. Центральная, д. 1","49.3733333","44.9872222",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Горноводяное,"Волгоградская область, Дубовский р-н, с. Горноводяное, ул. Мира, д. 4","49.2533333","44.9438889",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Давыдовка,"Волгоградская область, Дубовский р-н, с. Давыдовка, ул. Раздольная, д. 10","49.2991667","44.6422222",ФАП,./0.png
Волгоградская область,Даниловский район,Село,Лобойково,"Волгоградская область, Даниловский р-н, с. Лобойково, ул. Радужная, д. 2","50.4638889","44.2011111",ФАП,./0.png
Волгоградская область,Даниловский район,Хутор,Ловягин,"Волгоградская область, Даниловский р-н, х. Ловягин, , д. 43","50.3119444","44.0483333",ФАП,./0.png
Волгоградская область,Даниловский район,Село,Миусово,"Волгоградская область, Даниловский р-н, с. Миусово, ул. Центральная, д. 44","50.4283333","44.0538889",ФАП,./0.png
Волгоградская область,Даниловский район,Хутор,Плотников 1-й,"Волгоградская область, Даниловский р-н, х. Плотников 1-й, ул. им И.Г.Потапова, д. 22","50.2925","43.9563889",ФАП,./0.png
Волгоградская область,Даниловский район,Хутор,Гончары,"Волгоградская область, Даниловский р-н, х. Гончары, ул. Солнечная, д. 28","50.4527778","43.9591667",ФАП,./0.png
Волгоградская область,Даниловский район,Село,Заплавка,"Волгоградская область, Даниловский р-н, с. Заплавка, ул. им Донцова Д.В., д. 20","50.3763889","43.9447222",ФАП,./0.png
Волгоградская область,Даниловский район,Хутор,Красный,"Волгоградская область, Даниловский р-н, х. Красный, ул. Центральная, д. 32","50.3327778","44.1325",ФАП,./0.png
Волгоградская область,Даниловский район,Хутор,Кувшинов,"Волгоградская область, Даниловский р-н, х. Кувшинов, ул. Центральная, д. 6","50.1897222","44.2388889",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Село,Сидоры,"Волгоградская область, Михайловский р-н, с. Сидоры, ул. Украинская, д. 31а","50.1266667","43.3416667",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Село,Староселье,"Волгоградская область, Михайловский р-н, с. Староселье, ул. Центральная, д. 28","50.0094444","43.2586111",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Страховский,"Волгоградская область, Михайловский р-н, х. Страховский, ул. Школьная, д. 2","50.3086111","42.9933333",ФАП,./0.png
Волгоградская область,Даниловский район,Хутор,Атамановка,"Волгоградская область, Даниловский р-н, х. Атамановка, ул. Центральная, д. 62","50.1691667","44.0669444",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Поселок,Реконструкция,"Волгоградская область, Михайловский р-н, п. Реконструкция, ул. Октябрьская, д. 24а","50.2544444","43.0752778",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Рогожин,"Волгоградская область, Михайловский р-н, х. Рогожин, ул. Ленина, д. 16","50.1722222","43.0091667",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Секачи,"Волгоградская область, Михайловский р-н, х. Секачи, ул. Мира, д. 17а","50.4980556","43.6266667",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Сенной,"Волгоградская область, Михайловский р-н, х. Сенной, ул. Октябрьская, д. 32","50.2525","43.6186111",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Моховский,"Волгоградская область, Михайловский р-н, х. Моховский, ул. Маршала Жукова, д. 50","50.19","43.4108333",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Поселок,Отрадное,"Волгоградская область, Михайловский р-н, п. Отрадное, ул. Лазурная, д. 5","50.0119444","43.1733333",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Поселок,Отрадное,"Волгоградская область, Михайловский р-н, п. Отрадное, пер. Почтовый, д. 12а","50.0111111","43.1755556",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Раздоры,"Волгоградская область, Михайловский р-н, х. Раздоры, ул. Мира, д. 7","50.2080556","43.6511111",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Станица,Етеревская,"Волгоградская область, Михайловский р-н, ст-ца. Етеревская, ул. Молодежная, д. 16","50.1875","43.5419444",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Катасонов,"Волгоградская область, Михайловский р-н, х. Катасонов, пер. Школьный, д. 11","50.0802778","43.0075",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Крутинский,"Волгоградская область, Михайловский р-н, х. Крутинский, ул. Центральная, д. 13","50.2255556","42.8616667",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Мишин,"Волгоградская область, Михайловский р-н, х. Мишин, ул. Набережная, д. 1б","50.3577778","43.5333333",ФАП,./0.png
Волгоградская область,Городищенский район,Поселок,Самофаловка,"Волгоградская область, Городищенский р-н, п. Самофаловка, пер. Новый, д. 3","48.9483333","44.2113889",ФАП,./0.png
Волгоградская область,Городищенский район,Поселок,Царицын,"Волгоградская область, Городищенский р-н, п. Царицын, ул. Центральная, д. 39","48.7297222","44.3897222",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Веселый,"Волгоградская область, Михайловский р-н, х. Веселый, ул. Садовая, д. 10","50.4208333","43.5075",ФАП,./0.png
Волгоградская область,Городской округ город Михайловка,Хутор,Глинище,"Волгоградская область, Михайловский р-н, х. Глинище, ул. Мира, д. 19","50.0977778","43.4994444",ФАП,./0.png
Волгоградская область,Жирновский район,Село,Кленовка,"Волгоградская область, Жирновский р-н, с. Кленовка, ул. Бородачева, д. 26","51.1380556","44.4858333",ФАП,./0.png
Волгоградская область,Жирновский район,Рабочий поселок,Медведицкий,"Волгоградская область, Жирновский р-н, рп. Медведицкий, ул. Советская, д. 35/2","50.7852778","44.7122222",ФАП,./0.png
Волгоградская область,Жирновский район,Хутор,Недоступов,"Волгоградская область, Жирновский р-н, х. Недоступов, ул. Солнечная, д. 1","50.6566667","44.8944444",ФАП,./0.png
Волгоградская область,Жирновский район,Село,Нижняя Добринка,"Волгоградская область, Жирновский р-н, с. Нижняя Добринка, ул. Медведицкая, д. 36 а","50.8361111","44.7230556",ФАП,./0.png
Волгоградская область,Жирновский район,Село,Александровка,"Волгоградская область, Жирновский р-н, с. Александровка, пер. Школьный, д. 13а","51.0311111","44.7658333",ФАП,./0.png
Волгоградская область,Жирновский район,Село,Бородачи,"Волгоградская область, Жирновский р-н, с. Бородачи, ул. Центральная, д. 16","50.6575","44.9619444",ФАП,./0.png
Волгоградская область,Жирновский район,Село,Верхняя Добринка,"Волгоградская область, Жирновский р-н, с. Верхняя Добринка, ул. Полякова, д. 3","50.78","45.0513889",ФАП,./0.png
Волгоградская область,Жирновский район,Село,Вишневое,"Волгоградская область, Жирновский р-н, с. Вишневое, ул. Мира, д. 54","50.7613889","45.2505556",ФАП,./0.png
Волгоградская область,Еланский район,Поселок,Таловка,"Волгоградская область, Еланский р-н, п. Таловка, ул. Центральная, д. 19/1","50.6025","43.5641667",ФАП,./0.png
Волгоградская область,Еланский район,Село,Терновое,"Волгоградская область, Еланский р-н, с. Терновое, пер. Центральный, д. 7","51.0366667","43.7147222",ФАП,./0.png
Волгоградская область,Еланский район,Село,Терса,"Волгоградская область, Еланский р-н, с. Терса, ул. Красная, д. 47","50.8902778","43.8075",ФАП,./0.png
Волгоградская область,Еланский район,Село,Тростянка,"Волгоградская область, Еланский р-н, с. Тростянка, ул. Советская, д. 29","50.815","43.4622222",ФАП,./0.png
Волгоградская область,Еланский район,Село,Журавка,"Волгоградская область, Еланский р-н, с. Журавка, ул. Ленинская, д. 12","50.8577778","43.85",ФАП,./0.png
Волгоградская область,Еланский район,Хутор,Красноталовский,"Волгоградская область, Еланский р-н, х. Красноталовский, ул. Центральная, д. 68","50.7586111","43.5344444",ФАП,./0.png
Волгоградская область,Еланский район,Хутор,Первокаменский,"Волгоградская область, Еланский р-н, х. Первокаменский, ул. Центральная, д. 67/1","50.5516667","43.5047222",ФАП,./0.png
Волгоградская область,Еланский район,Село,Родинское,"Волгоградская область, Еланский р-н, с. Родинское, ул. Ленинская, д. 2","50.9086111","43.3883333",ФАП,./0.png
Волгоградская область,Еланский район,Хутор,Алявы,"Волгоградская область, Еланский р-н, х. Алявы, ул. Степная, д. 55/1","50.7569444","43.7361111",ФАП,./0.png
Волгоградская область,Еланский район,Село,Березовка,"Волгоградская область, Еланский р-н, с. Березовка, ул. Ленина, д. 190а/2","50.8586111","43.9886111",ФАП,./0.png
Волгоградская область,Еланский район,Село,Березовка,"Волгоградская область, Еланский р-н, с. Березовка, ул. Молодежная, д. 49","51.0844444","43.935",ФАП,./0.png
Волгоградская область,Еланский район,Село,Дубовое,"Волгоградская область, Еланский р-н, с. Дубовое, ул. Советская, д. 3","50.9613889","43.6152778",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Стрельноширокое,"Волгоградская область, Дубовский р-н, с. Стрельноширокое, ул. Советская, д. 36","49.3116667","44.945",ФАП,./0.png
Волгоградская область,Дубовский район,Станица,Суводская,"Волгоградская область, Дубовский р-н, ст-ца. Суводская, ул. Центральная, д. 22","49.4869444","45.0547222",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Усть-Погожье,"Волгоградская область, Дубовский р-н, с. Усть-Погожье, ул. Центральная, д. 73","49.4769444","44.6180556",ФАП,./0.png
Волгоградская область,Дубовский район,Хутор,Челюскинец,"Волгоградская область, Дубовский р-н, х. Челюскинец, пер. Школьный, д. 1","49.0408333","44.6569444",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Пичуга,"Волгоградская область, Дубовский р-н, с. Пичуга, ул. Степная, д. 43","48.9861111","44.7097222",ФАП,./0.png
Волгоградская область,Дубовский район,Хутор,Полунино,"Волгоградская область, Дубовский р-н, х. Полунино, ул. Комсомольская, д. 41","49.6358333","44.9155556",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Прямая Балка,"Волгоградская область, Дубовский р-н, с. Прямая Балка, ул. Волжская, д. 1","49.2302778","44.7208333",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Садки,"Волгоградская область, Дубовский р-н, с. Садки, ул. Центральная, д. 21/1","49.1852778","44.4188889",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Караваинка,"Волгоградская область, Дубовский р-н, с. Караваинка, ул. Центральная, д. 14","49.7247222","45.2297222",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Малая Ивановка,"Волгоградская область, Дубовский р-н, с. Малая Ивановка, ул. Верхняя, д. 26","49.3533333","44.5308333",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Оленье,"Волгоградская область, Дубовский р-н, с. Оленье, ул. Центральная, д. 9","49.1791667","44.8677778",ФАП,./0.png
Волгоградская область,Дубовский район,Село,Песковатка,"Волгоградская область, Дубовский р-н, с. Песковатка, ул. Московская, д. 29","49.1169444","44.8630556",ФАП,./0.png
Волгоградская область,Калачёвский район,Хутор,Ярки-Рубежный,"Волгоградская область, Калачевский р-н, х. Ярки-Рубежный, ул. Мира, д. 2/2","48.43","43.9088889",ФАП,./0.png
Волгоградская область,Камышинский район,Село,Белогорки,"Волгоградская область, Камышинский р-н, с. Белогорки, ул. Новая, д. 8","49.9594444","45.1861111",ФАП,./0.png
Волгоградская область,Камышинский район,Село,Верхняя Грязнуха,"Волгоградская область, Камышинский р-н, с. Верхняя Грязнуха, ул. Песчаная, д. 12","50.4802778","45.4677778",ФАП,./0.png
Волгоградская область,Камышинский район,Село,Вихлянцево,"Волгоградская область, Камышинский р-н, с. Вихлянцево, ул. Мира, д. 14","50.0083333","45.2994444",ФАП,./0.png
Волгоградская область,Калачёвский район,Хутор,Пятиизбянский,"Волгоградская область, Калачевский р-н, х. Пятиизбянский, ул. Центральная, д. 31","48.5875","43.4441667",ФАП,./0.png
Волгоградская область,Калачёвский район,Хутор,Светлый Лог,"Волгоградская область, Калачевский р-н, х. Светлый Лог, ул. Степная, д. 3/2","48.6955556","43.3175",ФАП,./0.png
Волгоградская область,Калачёвский район,Хутор,Степаневка,"Волгоградская область, Калачевский р-н, х. Степаневка, ул. Крестьянская, д. 2/2","48.3905556","43.9436111",ФАП,./0.png
Волгоградская область,Калачёвский район,Хутор,Степной,"Волгоградская область, Калачевский р-н, х. Степной, ул. Мира, д. 16/1","48.5827778","43.7980556",ФАП,./0.png
Волгоградская область,Калачёвский район,Село,Мариновка,"Волгоградская область, Калачевский р-н, с. Мариновка, ул. Набережная, д. 16а","48.6872222","43.8344444",ФАП,./0.png
Волгоградская область,Калачёвский район,Поселок,Пархоменко,"Волгоградская область, Калачевский р-н, п. Пархоменко, ул. Волжская, д. 39","48.5694444","44.1425",ФАП,./0.png
Волгоградская область,Калачёвский район,Хутор,Приморский,"Волгоградская область, Калачевский р-н, х. Приморский, ул. Победы, д. 12","48.5677778","43.5416667",ФАП,./0.png
Волгоградская область,Калачёвский район,Поселок,Прудбой,"Волгоградская область, Калачевский р-н, п. Прудбой, ул. Восточная, д. 7/2","48.6858333","43.9208333",ФАП,./0.png
Волгоградская область,Калачёвский район,Хутор,Бузиновка,"Волгоградская область, Калачевский р-н, х. Бузиновка, ул. Центральная, д. 32а","48.495","43.8955556",ФАП,./0.png
Волгоградская область,Калачёвский район,Поселок,Комсомольский,"Волгоградская область, Калачевский р-н, п. Комсомольский, ул. Комсомольская, д. 47а","48.6561111","43.8683333",ФАП,./0.png
Волгоградская область,Калачёвский район,Хутор,Ложки,"Волгоградская область, Калачевский р-н, х. Ложки, без. улицы, д. без номера","48.7538889","43.3758333",ФАП,./0.png
Волгоградская область,Калачёвский район,Хутор,Малоголубинский,"Волгоградская область, Калачевский р-н, х. Малоголубинский, ул. Подгорная, д. 33","48.9033333","43.5952778",ФАП,./0.png
Волгоградская область,Иловлинский район,Хутор,Фастов,"Волгоградская область, Иловлинский р-н, х. Фастов, ул. Центральная, д. 19","49.0755556","44.2083333",ФАП,./0.png
Волгоградская область,Иловлинский район,Хутор,Широков,"Волгоградская область, Иловлинский р-н, х. Широков, ул. Центральная, д. 6","49.1227778","44.2672222",ФАП,./0.png
Волгоградская область,Иловлинский район,Хутор,Ширяевский,"Волгоградская область, Иловлинский р-н, х. Ширяевский, ул. Центральная, д. 59","49.5727778","44.0283333",ФАП,./0.png
Волгоградская область,Иловлинский район,Хутор,Шохинский,"Волгоградская область, Иловлинский р-н, х. Шохинский, пер. Шохинский, д. 1","49.2722222","43.56",ФАП,./0.png
Волгоградская область,Иловлинский район,Хутор,Краснодонский,"Волгоградская область, Иловлинский р-н, х. Краснодонский, ул. Центральная, д. 41","49.1861111","44.0777778",ФАП,./0.png
Волгоградская область,Иловлинский район,Хутор,Нижнегерасимовский,"Волгоградская область, Иловлинский р-н, х. Нижнегерасимовский, ул. Степная, д. 11","49.0144444","43.9161111",ФАП,./0.png
Волгоградская область,Иловлинский район,Станица,Новогригорьевская,"Волгоградская область, Иловлинский р-н, ст-ца. Новогригорьевская, ул. Дружбы народов, д. 36","49.4188889","43.6377778",ФАП,./0.png
Волгоградская область,Иловлинский район,Хутор,Озерки,"Волгоградская область, Иловлинский р-н, х. Озерки, ул. Административная, д. 5","49.3994444","43.7769444",ФАП,./0.png
Волгоградская область,Иловлинский район,Хутор,Вилтов,"Волгоградская область, Иловлинский р-н, х. Вилтов, ул. Центральная, д. 42","49.435","43.6930556",ФАП,./0.png
Волгоградская область,Иловлинский район,Хутор,Камышинский,"Волгоградская область, Иловлинский р-н, х. Камышинский, ул. Почтовая, д. 6","49.2261111","43.5666667",ФАП,./0.png
Волгоградская область,Иловлинский район,Станица,Качалинская,"Волгоградская область, Иловлинский р-н, ст-ца. Качалинская, ул. Бахтурова, д. 151","49.11","44.0333333",ФАП,./0.png
