Кратк,Регио,МО,Тип н�,Насел,Адрес,Широт,Долго,icon_url
"0",Кемеровская область,Промышленновский район,Поселок,Цветущий,"Россия, Кемеровская область, Промышленновский район, Поселок Цветущий, ул. Центральная, д. 30","55.953284","87.413311",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Усть-Каменка,"Россия, Кемеровская область, Промышленновский район, Деревня Усть-Каменка, ул. Центральная, д. 19","54.897433","85.989757",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Ушаково,"Россия, Кемеровская область, Промышленновский район, Деревня Ушаково, ул. Лесная, д. 10","55.001979","85.188137",./0.png
"0",Кемеровская область,Чебулинский район,Деревня,Шестаково,"Россия, Кемеровская область, Чебулинский район, Деревня Шестаково, ул. Школьная, д. 13","55.894694","87.962288",./0.png
"0",Кемеровская область,Чебулинский район,Деревня,Новоказанка,"Россия, Кемеровская область, Чебулинский район, Деревня Новоказанка, ул. Молодежная, д. 8 - 2","56.105382","87.592367",./0.png
"0",Кемеровская область,Чебулинский район,Деревня,Дмитриевка,"Россия, Кемеровская область, Чебулинский район, Деревня Дмитриевка, ул. Новая, д. 1а","56.02998","87.90155",./0.png
"0",Кемеровская область,Чебулинский район,Село,Усть-Чебула,"Россия, Кемеровская область, Чебулинский район, Село Усть-Чебула, ул. Школьная, д. 5 - 6","56.029899","87.901534",./0.png
"0",Кемеровская область,Юргинский район,Село,Варюхино,"Россия, Кемеровская область, Юргинский район, Село Варюхино, ул. Угловая, д. 12 помещение 1","56.104505","84.893848",./0.png
"0",Кемеровская область,Чебулинский район,Село,Николаевка,"Россия, Кемеровская область, Чебулинский район, Село Николаевка, ул. Осипова, д. 3","55.88187","87.264523",./0.png
"0",Кемеровская область,Чебулинский район,Поселок,1-й,"Россия, Кемеровская область, Чебулинский район, Поселок 1-й, ул. Северная, д. 20","56.0233","87.8156",./0.png
"0",Кемеровская область,Чебулинский район,Деревня,Покровка,"Россия, Кемеровская область, Чебулинский район, Деревня Покровка, ул. Трактовая, д. 64","55.959506","87.681156",./0.png
"0",Кемеровская область,Юргинский район,Село,Верх-Тайменка,"Россия, Кемеровская область, Юргинский район, Село Верх-Тайменка, ул. Горская, д. 12 помещение 1","55.648989","85.219308",./0.png
"0",Кемеровская область,Юргинский район,Деревня,Зимник,"Россия, Кемеровская область, Юргинский район, Деревня Зимник, ул. Школьная, д. 5","55.665552","84.924153",./0.png
"0",Кемеровская область,Юргинский район,Деревня,Алабучинка,"Россия, Кемеровская область, Юргинский район, Деревня Алабучинка, ул. Центральная, д. 20 помещение 1","55.95138","84.662018",./0.png
"0",Кемеровская область,Юргинский район,Село,Большеямное,"Россия, Кемеровская область, Юргинский район, Село Большеямное, ул. Школьная, д. 1 помещение 1","55.581525","85.488408",./0.png
"0",Кемеровская область,Юргинский район,Деревня,Пятково,"Россия, Кемеровская область, Юргинский район, Деревня Пятково, ул. Центральная, д. 13","55.856743","84.946237",./0.png
"0",Кемеровская область,Юргинский район,Село,Мальцево,"Россия, Кемеровская область, Юргинский район, Село Мальцево, ул. Советская, д. 14 помещение 2","55.955335","84.828812",./0.png
"0",Кемеровская область,Юргинский район,Деревня,Макурино,"Россия, Кемеровская область, Юргинский район, Деревня Макурино, ул. Центральная, д. 27 кв.2","56.036171","84.666289",./0.png
"0",Кемеровская область,Юргинский район,Деревня,Лебяжье-Асаново,"Россия, Кемеровская область, Юргинский район, Деревня Лебяжье-Асаново, ул. Молодежная, д. 12","55.741822","84.646937",./0.png
"0",Кемеровская область,Междуреченский городской округ,Поселок,Теба,"Россия, Кемеровская область, Междуреченский городской округ, Поселок Теба, ул. Притомская, д. 16","53.643039","88.558661",./0.png
"0",Кемеровская область,Юргинский район,Деревня,Томилово,"Россия, Кемеровская область, Юргинский район, Деревня Томилово, ул. Школьная, д. 3","55.990927","84.885758",./0.png
"0",Кемеровская область,Юргинский район,Поселок,Юргинский,"Россия, Кемеровская область, Юргинский район, Поселок Юргинский, ул. Центральная, д. 16","55.690805","84.634636",./0.png
"0",Кемеровская область,Юргинский район,Поселок,Речной,"Россия, Кемеровская область, Юргинский район, Поселок Речной, ул. Новая, д. 10б помещение 4","55.690602","85.103244",./0.png
"0",Кемеровская область,Беловский район,Деревня,Новороссийка,"Россия, Кемеровская область, Беловский район, Деревня Новороссийка, ул. Первомайская, д. 49","54.445739","86.176472",./0.png
"0",Кемеровская область,Киселёвский городской округ,Село,Верх-Чумыш,"Россия, Кемеровская область, Киселёвский городской округ, Село Верх-Чумыш, ул. Центральная, д. 1","53.96504","86.472028",./0.png
"0",Кемеровская область,Междуреченский городской округ,Поселок,Майзас,"Россия, Кемеровская область, Междуреченский городской округ, Поселок Майзас, ул. Майзасская, д. 36а","53.621226","88.21084",./0.png
"0",Кемеровская область,Междуреченский городской округ,Поселок,Ортон,"Россия, Кемеровская область, Междуреченский городской округ, Поселок Ортон, пер. Светлый, д. 6","53.204634","88.621107",./0.png
"0",Кемеровская область,Мариинский район,Село,Белогородка,"Россия, Кемеровская область, Мариинский район, Село Белогородка, ул. 30 лет победы, д. 7","56.29012","87.172623",./0.png
"0",Кемеровская область,Мариинский район,Деревня,Знаменка,"Россия, Кемеровская область, Мариинский район, Деревня  Знаменка, ул. Центральная, д. 55","56.055615","88.228729",./0.png
"0",Кемеровская область,Мариинский район,Село,Рубино,"Россия, Кемеровская область, Мариинский район, Село Рубино, ул. Школьная, д. 24","56.357765","88.173665",./0.png
"0",Кемеровская область,Мариинский район,Село,Колеул,"Россия, Кемеровская область, Мариинский район, Село Колеул, ул. Ленина, д. 1","56.516174","87.335698",./0.png
"0",Кемеровская область,Мариинский район,Село,Большой Антибес,"Россия, Кемеровская область, Мариинский район, Село Большой Антибес, ул. Ленина, д. 68","56.302173","87.755452",./0.png
"0",Кемеровская область,Мариинский район,Деревня,Пристань 2-я,"Россия, Кемеровская область, Мариинский район,  Деревня Пристань 2-я, ул. Магистральная, д. 103","56.206449","87.814972",./0.png
"0",Кемеровская область,Мариинский район,Деревня,Тюменево,"Россия, Кемеровская область, Мариинский район,  Деревня Тюменево, ул. Радищева, д. 51","56.240386","87.256794",./0.png
"0",Кемеровская область,Мариинский район,Поселок,Пихтовка,"Россия, Кемеровская область, Мариинский район,  Поселок Пихтовка, ул. Крутая, д. 23","56.652403","88.079254",./0.png
"0",Кемеровская область,Крапивинский район,Поселок,Зеленовский,"Россия, Кемеровская область, Крапивинский район, Поселок Зеленовский, ул. Советская, д. 23","54.932596","86.830931",./0.png
"0",Кемеровская область,Крапивинский район,Село,Банново,"Россия, Кемеровская область, Крапивинский район, Село Банново, ул. Центральная, д. 10а","55.004298","86.390868",./0.png
"0",Кемеровская область,Мариинский район,Деревня,Кирсановка,"Россия, Кемеровская область, Мариинский район, Деревня  Кирсановка, ул. Победы, д. 11","56.500576","87.062841",./0.png
"0",Кемеровская область,Мариинский район,Деревня,Куркули,"Россия, Кемеровская область, Мариинский район,  Деревня Куркули, ул. Рабочая, д. 20","56.410345","88.051355",./0.png
"0",Кемеровская область,Таштагольский район,Поселок,Чулеш,"Россия, Кемеровская область, Таштагольский район, Поселок Чулеш, ул. Кузнечная, д. 7А","53.012721","87.541058",./0.png
"0",Кемеровская область,Крапивинский район,Поселок,Плотниковский,"Россия, Кемеровская область, Крапивинский район, Поселок Плотниковский, ул. Совхозная, д. 2-1","52.544013","88.044896",./0.png
"0",Кемеровская область,Крапивинский район,Деревня,Ключи,"Россия, Кемеровская область, Крапивинский район, Деревня Ключи, ул. Новая, д. 18","55.014356","86.481928",./0.png
"0",Кемеровская область,Крапивинский район,Село,Междугорное,"Россия, Кемеровская область, Крапивинский район, Село Междугорное, ул. 60 лет Октября, д. 3","54.776804","86.845951",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Байрак,"Россия, Кемеровская область, Промышленновский район, Деревня Байрак, ул. Центральная, д. 31а, корпус 2","54.955133","85.004198",./0.png
"0",Кемеровская область,Таштагольский район,Поселок,Килинск,"Россия, Кемеровская область, Таштагольский район, Поселок Килинск, ул. Старателей, д. 48","54.866404","85.867784",./0.png
"0",Кемеровская область,Таштагольский район,Поселок,Мрассу,"Россия, Кемеровская область, Таштагольский район, Поселок Мрассу, ул. Набережная, д. 43","52.522095","87.798821",./0.png
"0",Кемеровская область,Таштагольский район,Поселок,Амзас,"Россия, Кемеровская область, Таштагольский район, Поселок Амзас, ул. Центральная, д. 1-11","52.294788","88.516817",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Калтышино,"Россия, Кемеровская область, Промышленновский район, Деревня Калтышино, ул. Центральная, д. 24б","54.923109","85.76826",./0.png
"0",Кемеровская область,Промышленновский район,Село,Журавлево,"Россия, Кемеровская область, Промышленновский район, Село Журавлево, ул. Центральная, д. 47б","54.83194","85.117547",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Еремино,"Россия, Кемеровская область, Промышленновский район, Деревня Еремино, ул. Зеленая, д. 1а-1","54.783872","85.061366",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Денисовка,"Россия, Кемеровская область, Промышленновский район, Деревня Денисовка, ул. Центральная, д. 29А","54.900643","85.712807",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Озерки,"Россия, Кемеровская область, Промышленновский район, Деревня Озерки, ул. Центральная, д. 59/2","54.699841","85.464207",./0.png
"0",Кемеровская область,Промышленновский район,Село,Окунево,"Россия, Кемеровская область, Промышленновский район, Село Окунево, ул. Центральная, д. 70","54.990695","84.90205",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Колычево,"Россия, Кемеровская область, Промышленновский район, Деревня Колычево, ул. Весенняя, д. 14","54.954847","85.427757",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Калинкино,"Россия, Кемеровская область, Промышленновский район, Деревня Калинкино, ул. Набережная, д. 6а","55.01385","86.101273",./0.png
"0",Кемеровская область,Промышленновский район,Поселок,Первомайский,"Россия, Кемеровская область, Промышленновский район, Поселок Первомайский, ул. Зеленая, д. 2-2","54.962745","85.702649",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Уфимцево,"Россия, Кемеровская область, Промышленновский район, Деревня Уфимцево, пер. Школьный, д. 1","54.981841","85.916949",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Пушкино,"Россия, Кемеровская область, Промышленновский район, Деревня Пушкино, ул. Лесная, д. 8","54.986845","85.626963",./0.png
"0",Кемеровская область,Промышленновский район,Деревня,Пархаевка,"Россия, Кемеровская область, Промышленновский район, Деревня Пархаевка, ул. Школьная, д. 7","54.776757","85.502116",./0.png
"0",Кемеровская область,Яйский район,Село,Бекет,"Россия, Кемеровская область, Яйский район, Село Бекет, ул. Центральная, д. 6","56.36107","86.477192",./0.png
"0",Кемеровская область,Яйский район,Село,Новониколаевка,"Россия, Кемеровская область, Яйский район, Село Новониколаевка, ул. Школьная, д. 34","56.167745","86.467342",./0.png
"0",Кемеровская область,Яйский район,Поселок при станции (поселок станции),Судженка,"Россия, Кемеровская область, Яйский район, п/ст Судженка, ул. Механическая, д. 8-2","56.112882","86.16241",./0.png
"0",Кемеровская область,Яйский район,Поселок,Безлесный,"Россия, Кемеровская область, Яйский район, Поселок Безлесный, ул. Советская, д. 6","56.140303","86.109501",./0.png
"0",Кемеровская область,Тисульский район,Деревня,Дворниково,"Россия, Кемеровская область, Тисульский район, Деревня Дворниково, ул. Центральная, д. 25","55.799077","88.406117",./0.png
"0",Кемеровская область,Тисульский район,Поселок,Макаракский,"Россия, Кемеровская область, Тисульский район, Поселок Макаракский, ул. Советская, д. 8","55.59718","88.046926",./0.png
"0",Кемеровская область,Тисульский район,Деревня,Усть-Барандат,"Россия, Кемеровская область, Тисульский район, Деревня Усть-Барандат, ул. Центральная, д. 58","55.821942","88.692785",./0.png
"0",Кемеровская область,Тисульский район,Село,Куликовка,"Россия, Кемеровская область, Тисульский район, Село Куликовка, ул. Советская, д. 62б","55.795833","88.129706",./0.png
"0",Кемеровская область,Тисульский район,Деревня,Вознесенка,"Россия, Кемеровская область, Тисульский район, Деревня Вознесенка, ул. Молодежная, д. 44","55.775312","88.72855",./0.png
"0",Кемеровская область,Тисульский район,Село,Колба,"Россия, Кемеровская область, Тисульский район, Село Колба, ул. Школьная, д. 4","55.828394","88.207123",./0.png
"0",Кемеровская область,Тисульский район,Поселок,Ржавчик,"Россия, Кемеровская область, Тисульский район, Поселок Ржавчик, ул. Береговая, д. 26-2","55.692003","88.274147",./0.png
"0",Кемеровская область,Тисульский район,Деревня,Большепичугино,"Россия, Кемеровская область, Тисульский район, Деревня Большепичугино, ул. Клубная, д. 5","55.658291","88.887327",./0.png
"0",Кемеровская область,Прокопьевский район,Село,Кутоново,"Россия, Кемеровская область, Прокопьевский район, Село Кутоново, ул. Водопроводная, д. 33","54.091514","86.684658",./0.png
"0",Кемеровская область,Тисульский район,Деревня,Кондрашка,"Россия, Кемеровская область, Тисульский район, Деревня Кондрашка, ул. Матросова, д. 5-2","55.725135","88.404842",./0.png
"0",Кемеровская область,Тисульский район,Деревня,Листвянка,"Россия, Кемеровская область, Тисульский район, Деревня Листвянка, ул. Советская, д. 21","55.925091","88.199623",./0.png
"0",Кемеровская область,Тисульский район,Деревня,Кайчак,"Россия, Кемеровская область, Тисульский район, Деревня Кайчак, ул. Мира, д. 1","55.732999","88.559786",./0.png
"0",Кемеровская область,Прокопьевский район,Поселок,Большой Керлегеш,"Россия, Кемеровская область, Прокопьевский район, Поселок Большой Керлегеш, ул. Центральная, д. 36","53.895933","86.493586",./0.png
"0",Кемеровская область,Прокопьевский район,Деревня,Антоновка,"Россия, Кемеровская область, Прокопьевский район, Деревня Антоновка, ул. Цнтральная, д. 10","54.251553","86.679969",./0.png
"0",Кемеровская область,Прокопьевский район,Поселок,Пушкино,"Россия, Кемеровская область, Прокопьевский район, Поселок Пушкино, ул. Центральная, д. 11","54.191479","86.793327",./0.png
"0",Кемеровская область,Прокопьевский район,Село,Инченково,"Россия, Кемеровская область, Прокопьевский район, Село Инченково, ул. Школьная, д. 10","54.060398","86.380363",./0.png
"0",Кемеровская область,Прокопьевский район,Поселок,Маяковка,"Россия, Кемеровская область, Прокопьевский район, Поселок Маяковка, ул. Центральная, д. 5","54.0074","86.770133",./0.png
"0",Кемеровская область,Прокопьевский район,Село,Карагайла,"Россия, Кемеровская область, Прокопьевский район, Село Карагайла, ул. Ленина, д. 12","54.170017","86.555651",./0.png
"0",Кемеровская область,Прокопьевский район,Поселок,Центральный,"Россия, Кемеровская область, Прокопьевский район, Поселок Центральный, ул. Заречная, д. 7","53.95163","86.522197",./0.png
"0",Кемеровская область,Прокопьевский район,Деревня,Каменный Ключ,"Россия, Кемеровская область, Прокопьевский район, Деревня Каменный Ключ, ул. Центральная, д. 25","54.093821","86.09866",./0.png
"0",Кемеровская область,Прокопьевский район,Поселок,Школьный,"Россия, Кемеровская область, Прокопьевский район, Поселок Школьный, ул. Советская, д. 7","54.001888","86.821237",./0.png
"0",Кемеровская область,Прокопьевский район,Поселок,Кольчегиз,"Россия, Кемеровская область, Прокопьевский район, Поселок Кольчегиз, ул. Школьная, д. 13","54.122711","86.86495",./0.png
"0",Кемеровская область,Прокопьевский район,Поселок,Октябрь,"Россия, Кемеровская область, Прокопьевский район, Поселок Октябрь, пер. Кузнечный, д. 6","54.173216","86.94517",./0.png
"0",Кемеровская область,Прокопьевский район,Село,Соколово,"Россия, Кемеровская область, Прокопьевский район, Село Соколово, ул. Молодежная, д. 1","54.193222","86.892672",./0.png
"0",Кемеровская область,Мариинский район,Поселок,Первомайский,"Россия, Кемеровская область, Мариинский район, Поселок Первомайский, ул. Юбилейная, д. 11","56.176059","88.015712",./0.png
"0",Кемеровская область,Мариинский район,Село,Малый Антибес,"Россия, Кемеровская область, Мариинский район, Село Малый Антибес, ул. Просвещения, д. 1","56.284187","87.703185",./0.png
"0",Кемеровская область,Мариинский район,поселок,Правдинка,"Россия, Кемеровская область, Мариинский район,  Поселок Правдинка, ул. Правдинская, д. 53","56.330669","87.176987",./0.png
"0",Кемеровская область,Мариинский район,Село,Таежно-Михайловка,"Россия, Кемеровская область, Мариинский район, Село Таежно-Михайловка, пер. Школьный, д. 8","56.531988","87.470921",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Тайлеп,"Россия, Кемеровская область, Новокузнецкий район, Поселок Тайлеп, ул. Центральная, д. 7-2","53.445622","87.203743",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Ерунаково,"Россия, Кемеровская область, Новокузнецкий район, Поселок Ерунаково, ул. Вокзальная, д. 11","53.999204","87.188108",./0.png
"0",Кемеровская область,Анжеро-Судженский городской округ,Село,Лебедянка,"Россия, Кемеровская область, Анжеро-Судженский городской округ, Село Лебедянка, ул. Нижняя Каменка, д. 18-2","56.13635","85.954566",./0.png
"0",Кемеровская область,Ижморский район,Село,Тунда,"Россия, Кемеровская область, Ижморский район, Село Тунда, ул. Ленина, д. 15","56.019306","87.065875",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Красная Орловка,"Россия, Кемеровская область, Новокузнецкий район, Село Красная Орловка, ул. 60 лет Октября, д. 1б-1","53.588308","87.324236",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Недорезово,"Россия, Кемеровская область, Новокузнецкий район, Поселок Недорезово, ул. Центральная, д. 11","54.005321","87.120628",./0.png
"0",Кемеровская область,Новокузнецкий район,Деревня,Митино,"Россия, Кемеровская область, Новокузнецкий район, Деревня Митино, ул. Нагорная, д. 8-2","53.824078","87.108699",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Мир,"Россия, Кемеровская область, Новокузнецкий район, Поселок Мир, ул. Куйбышева, д. 6-1","53.738212","87.012409",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Казанково,"Россия, Кемеровская область, Новокузнецкий район, Поселок Казанково, ул. Юбилейная, д. 15","53.996442","87.270267",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Степной,"Россия, Кемеровская область, Новокузнецкий район, Поселок Степной, ул. Мира, д. 1А","53.95461","87.118616",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Сары-Чумыш,"Россия, Кемеровская область, Новокузнецкий район, Село Сары-Чумыш, ул. Набережная, д. 21","53.243711","86.723011",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Апанас,"Россия, Кемеровская область, Новокузнецкий район, Поселок Апанас, ул. Шабалова, д. 18б","53.53128","86.835638",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Сидорово,"Россия, Кемеровская область, Новокузнецкий район, Село Сидорово, ул. Совхозная, д. 34","53.960952","87.343029",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Заречный,"Россия, Кемеровская область, Новокузнецкий район, Поселок Заречный, ул. 60 лет ВЛКСМ, д. 8-1","53.598428","87.304541",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Куртуково,"Россия, Кемеровская область, Новокузнецкий район, Село Куртуково, ул. Полосухина, д. 7","53.637712","87.206364",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Елань,"Россия, Кемеровская область, Новокузнецкий район, Поселок Елань, ул. Октябрьская, д. 15","53.708553","87.269959",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Березово,"Россия, Кемеровская область, Новокузнецкий район, Село Березово, ул. Школьная, д. 9а","53.702427","86.790596",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Анисимово,"Россия, Кемеровская область, Новокузнецкий район, Село Анисимово, ул. Центральная, д. 28","54.049023","87.064779",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Боровково,"Россия, Кемеровская область, Новокузнецкий район, Село Боровково, ул. Трудовая, д. 2-1","53.791545","87.491336",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Ячменюха,"Россия, Кемеровская область, Новокузнецкий район, Село Ячменюха, ул. Центральная, д. 8","54.494612","87.522625",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Бедарево,"Россия, Кемеровская область, Новокузнецкий район, Село Бедарево, ул. Центральная, д. 12-1","53.855574","87.12335",./0.png
"0",Кемеровская область,Новокузнецкий район,Село,Ашмарино,"Россия, Кемеровская область, Новокузнецкий район, Село Ашмарино, ул. Советская, д. 22-2","53.631086","87.270701",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Гавриловка (Куртуковский с/с),"Россия, Кемеровская область, Новокузнецкий район, Поселок Гавриловка (Куртуковский с/с), ул. Молодежная, д. 11-1","53.618841","87.116649",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Загорский,"Россия, Кемеровская область, Новокузнецкий район, Поселок Загорский, ул. Садовая, д. 9","53.760079","87.008601",./0.png
"0",Кемеровская область,Яйский район,Поселок,Майский,"Россия, Кемеровская область, Яйский район, Поселок Майский, ул. Героев Социалистического труда, д. 32","56.176477","86.161256",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Северный,"Россия, Кемеровская область, Новокузнецкий район, Поселок Северный, ул. Луговая, д. 201","53.939518","87.012112",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Николаевка,"Россия, Кемеровская область, Новокузнецкий район, Поселок Николаевка, ул. Центральная, д. 27-2","53.478071","87.169621",./0.png
"0",Кемеровская область,Новокузнецкий район,Поселок,Кандалеп,"Россия, Кемеровская область, Новокузнецкий район, Поселок Кандалеп, ул. Школьная, д. 15","53.274327","86.923142",./0.png
"0",Кемеровская область,Яйский район,Деревня,Ольговка,"Россия, Кемеровская область, Яйский район, Деревня Ольговка, ул. Мира, д. 11","56.22777","86.367858",./0.png
"0",Кемеровская область,Яйский район,Поселок городского типа,Яя,"Россия, Кемеровская область, Яйский район, Поселок городского типа Яя, пер. Логовой, д. 20","56.193056","86.452417",./0.png
"0",Кемеровская область,Яйский район,Деревня,Сергеевка,"Россия, Кемеровская область, Яйский район, Деревня Сергеевка, ул. Сибирская, д. 27","56.38146","86.357781",./0.png
"0",Кемеровская область,Яйский район,Деревня,Данковка,"Россия, Кемеровская область, Яйский район, Деревня Данковка, ул. Советская, д. 57-1","56.302293","86.108284",./0.png
"0",Кемеровская область,Ленинск-Кузнецкий район,Деревня,Новопокасьма,"Россия, Кемеровская область, Ленинск-Кузнецкий район, Деревня Новопокасьма, ул. Туснолобовой-Марченко, д. 1","54.70569","85.894717",./0.png
"0",Кемеровская область,Ленинск-Кузнецкий район,Поселок,Мирный,"Россия, Кемеровская область, Ленинск-Кузнецкий район, Поселок Мирный, ул. Школьная, д. 23","54.613522","85.928445",./0.png
"0",Кемеровская область,Ленинск-Кузнецкий район,Поселок,Клейзавода,"Россия, Кемеровская область, Ленинск-Кузнецкий район, Поселок Клейзавода, ул. Заводская, д. 11","54.691283","86.078158",./0.png
"0",Кемеровская область,Ленинск-Кузнецкий район,Поселок,Свердловский,"Россия, Кемеровская область, Ленинск-Кузнецкий район, Поселок Свердловский, ул. Школьная, д. 5-2","54.584624","86.143443",./0.png
"0",Кемеровская область,Яшкинский район,Деревня,Ботьево,"Россия, Кемеровская область, Яшкинский район, Деревня Ботьево, ул. Победы, д. 19","55.936588","85.228279",./0.png
"0",Кемеровская область,Яшкинский район,Поселок городского типа,Яшкино,"Россия, Кемеровская область, Яшкинский район, Поселок городского типа Яшкино, ул. Солнечная, д. 2","55.828843","85.468323",./0.png
"0",Кемеровская область,Ленинск-Кузнецкий район,Поселок,Восходящий,"Россия, Кемеровская область, Ленинск-Кузнецкий район, Поселок Восходящий, пер. Школьный, д. 5а","54.684424","86.072228",./0.png
"0",Кемеровская область,Ленинск-Кузнецкий район,Поселок,Новый,"Россия, Кемеровская область, Ленинск-Кузнецкий район, Поселок Новый, ул. им Булдыгина А.Т., д. 9","54.840399","86.228558",./0.png
"0",Кемеровская область,Яшкинский район,Деревня,Северная,"Россия, Кемеровская область, Яшкинский район, Деревня Северная, ул. Верхняя, д. 2а","56.045425","85.323056",./0.png
"0",Кемеровская область,Яшкинский район,Деревня,Кулаково,"Россия, Кемеровская область, Яшкинский район, Деревня Кулаково, ул. Береговая, д. 19","55.889745","85.021693",./0.png
"0",Кемеровская область,Яшкинский район,Село,Нижнеяшкино,"Россия, Кемеровская область, Яшкинский район, Село Нижнеяшкино, ул. Центральная, д. 6","55.826259","85.483293",./0.png
"0",Кемеровская область,Яшкинский район,Деревня,Балахнино,"Россия, Кемеровская область, Яшкинский район, Деревня Балахнино, ул. Центральная, д. 22а","55.906017","85.226143",./0.png
"0",Кемеровская область,Гурьевский район,Село,Ур-Бедари,"Россия, Кемеровская область, Гурьевский район, Село Ур-Бедари, ул. Проездная, д. 4","54.439092","85.93807",./0.png
"0",Кемеровская область,Гурьевский район,Деревня,Чуваш-Пай,"Россия, Кемеровская область, Гурьевский район, Деревня Чуваш-Пай, ул. Полевая, д. 1а","54.328056","85.706711",./0.png
"0",Кемеровская область,Гурьевский район,Поселок,Апрелька,"Россия, Кемеровская область, Гурьевский район, Поселок Апрелька, ул. Школьная, д. 28","54.524331","85.33174",./0.png
"0",Кемеровская область,Яшкинский район,Поселок,Октябрьский,"Россия, Кемеровская область, Яшкинский район, Поселок Октябрьский, ул. Центральная, д. 13","55.778186","85.111163",./0.png
"0",Кемеровская область,Тяжинский район,Деревня,Теплая Речка,"Россия, Кемеровская область, Тяжинский район, Деревня Теплая Речка, ул. Горская, д. 5","56.298206","88.420536",./0.png
"0",Кемеровская область,Тяжинский район,Поселок,Валерьяновка,"Россия, Кемеровская область, Тяжинский район, Поселок Валерьяновка, ул. Средняя, д. 36Б","56.010335","88.389403",./0.png
